상추,종로구,통인시장,789,시장
상추,중구,남대문시장,1172,시장
상추,중랑구,동원시장,1181,시장
상추,중랑구,우림시장,1233,시장
상추,중랑구,이마트 상봉점,1211,마트
상추,중랑구,홈플러스 면목점,1296,마트
양파,강남구,도곡시장,3566,시장
양파,강남구,이마트,3196,마트
양파,강남구,청담삼익시장,3988,시장
양파,강동구,둔촌역전통시장,2752,시장
양파,강동구,암사종합시장,3057,시장
양파,강동구,이마트,3091,마트
양파,강동구,홈플러스,3526,마트
양파,강북구,수유재래시장,2979,시장
양파,강북구,숭인시장,2943,시장
양파,강북구,하나로클럽 미아점,2982,마트
양파,강서구,송화시장,2541,시장
양파,강서구,이마트,3167,마트
양파,강서구,홈플러스,3415,마트
양파,강서구,화곡본동시장,2455,시장
양파,관악구,관악신사시장(신림4동),3114,시장
양파,관악구,세이브마트,3559,마트
양파,관악구,신원시장(신림1동),3945,시장
양파,관악구,원당종합시장,3577,시장
양파,광진구,노룬산골목시장,3198,시장
양파,광진구,롯데마트 강변점,3043,마트
양파,광진구,이마트 자양점,3277,마트
양파,광진구,자양골목시장,3139,시장
양파,금천구,남문시장,3235,시장
양파,금천구,현대시장,3219,시장
양파,금천구,홈플러스_독산,3443,마트
양파,금천구,홈플러스_시흥,3461,마트
양파,노원구,공릉도깨비시장,2921,시장
양파,노원구,상계중앙시장,2971,시장
양파,노원구,홈플러스 중계점,3344,마트
양파,도봉구,방학동 도깨비시장,2227,시장
양파,도봉구,신창시장,2288,시장
양파,도봉구,이마트 창동점,2844,마트
양파,도봉구,홈플러스 방학점,3270,마트
양파,동대문구,경동시장,2254,시장
양파,동대문구,청량리종합시장,1988,시장
양파,동대문구,홈플러스 동대문점 ,2663,마트
양파,동작구,남성시장,3357,시장
양파,마포구,마포농산물시장,2798,시장
양파,마포구,망원시장,2682,시장
양파,마포구,홈플러스,3515,마트
양파,서대문구,롯데슈퍼,3663,마트
양파,서대문구,영천시장,2760,시장
양파,서대문구,인왕시장,3022,시장
양파,서초구,방림시장,2668,시장
양파,서초구,하나로클럽,2952,마트
양파,성동구,금남시장,2809,시장
양파,성동구,뚝도시장,2620,시장
양파,성동구,이마트_성수,3202,마트
양파,성동구,이마트_왕십리,3177,마트
양파,성북구,돈암제일시장,2793,시장
양파,성북구,이마트 미아점,2668,마트
양파,성북구,장위골목시장,2669,시장
양파,송파구,마천중앙시장,3149,시장
양파,송파구,홈플러스,3139,마트
양파,양천구,목3동시장,2338,시장
양파,양천구,이마트,3250,마트
양파,양천구,홈플러스,3335,마트
양파,영등포구,대림중앙시장,2854,시장
양파,영등포구,영등포전통시장,3377,시장
양파,영등포구,이마트,3180,마트
양파,영등포구,홈플러스,3329,마트
양파,용산구,농협하나로마트,2795,마트
양파,용산구,용문시장,2773,시장
양파,용산구,이마트,2786,마트
양파,용산구,후암시장,2884,시장
