2017-02-01,12.48864782,-1.849707464,-10.25314054,-0.905312272,-9.477545264
2017-03-01,2.249943807,-3.796094105,-8.847245881,-0.854536206,-17.6594167
2017-04-01,6.701500038,-7.048989548,-4.485945484,-9.093017454,-22.49788655
2017-05-01,-15.06707127,2.325555848,-4.043238641,-16.02894231,-28.11288907
2017-06-01,-6.348329846,0.23259852,-7.346365115,-18.87520664,-2.873162483
2017-07-01,-0.598570498,72.62220516,1.45281471,40.2186346,81.1637427
2017-08-01,2.609129215,45.93385232,38.56046767,66.6625653,35.85782543
2017-09-01,0.22382452,-23.17685873,5.996953418,19.13457865,-9.253841503
2017-10-01,2.943913153,-37.74439769,-27.4851477,-29.19807533,-25.73453814
2017-11-01,-1.0628751,-6.001620765,-26.97618793,-47.465556,-2.417270247
2017-12-01,-0.176714516,8.450067122,5.110967265,6.080273624,9.007653992
2018-01-01,-0.70983168,20.84746903,8.237269359,15.64086995,24.60582052
2018-02-01,-0.888960817,-5.353422336,42.43003569,24.97986269,11.32162797
2018-03-01,-4.223228621,-33.41254962,13.78349138,5.43777121,-22.73900628
2018-04-01,-6.76661397,-1.247207745,-1.3955609,0.802963908,-16.56050537
2018-05-01,-2.621784719,-4.144752477,8.930177912,-15.55721348,-15.52786355
2018-06-01,-6.885569029,-4.252087496,-22.22020335,-17.67770691,-4.324070364
2018-07-01,-2.875456179,25.98603849,-2.146486323,24.74851023,31.84419221
2018-08-01,1.481055399,47.69708389,49.38181916,75.27683706,28.20250786
2018-09-01,1.188285606,51.99271104,11.13158188,6.411074104,16.35741872
2018-10-01,1.94370144,-41.11279869,-23.37147646,-37.21627707,-27.54060287
2018-11-01,-3.597512402,-32.53891693,-34.8167184,-24.04272986,-9.928421194
2018-12-01,-2.150062355,-3.284829433,-11.2184713,-10.4096086,26.1891134
2019-01-01,-1.183408218,2.941907898,-6.280320402,-6.159904269,5.382340652
2019-02-01,-0.252467255,-2.584778764,-4.298106078,-4.381116932,1.560536015
2019-03-01,-3.021359546,-4.993784282,-3.886058009,-3.280366331,-7.902612008
2019-04-01,8.986846142,0.775298403,-0.677080614,-1.578806162,-21.77663811
2019-05-01,3.205474441,17.4508987,9.691493642,1.795044243,-8.597455677
2019-06-01,-7.627797518,-8.098441629,3.222072247,14.16839643,-9.519827908
2019-07-01,-12.38446287,10.08059513,-1.195264871,11.75150826,15.55687091
2019-08-01,2.760610394,73.12962513,4.963349082,15.15222132,60.53699048
2019-09-01,0.357406574,-13.35745581,15.42622166,34.15336546,-7.041698023
2019-10-01,-2.432958202,19.05184015,37.36106687,32.7955157,-4.655847667
2019-11-01,2.701168292,-23.77896472,3.314274263,-31.12039316,0.246499892
2019-12-01,4.549861442,-8.038565605,4.522249187,-4.538564241,12.1000731
2020-01-01,9.886597538,14.02461272,11.0347878,0.420686182,22.41842532
2020-02-01,15.80818378,-15.81511986,-22.99479508,-2.776167478,-21.8080498
2020-03-01,6.768804457,-9.291419079,-14.76165576,-1.300095012,-13.85523637
2020-04-01,6.220885057,-10.52350362,-17.30273678,-1.188624972,-16.27184007
2020-05-01,-1.076011825,-2.392781844,-4.025621588,10.97973828,-16.84600922
2020-06-01,-3.300688826,9.803179389,6.964326929,-7.448325241,5.705352248
2020-07-01,-7.918860462,38.16721429,16.44046929,7.641692541,35.40469435
2020-08-01,3.735776432,39.75427505,15.19128929,30.850188,24.12931487
2020-09-01,10.37008846,2.322445543,50.62750564,61.67877821,38.52232145
2020-10-01,3.971493135,-37.16602915,-8.99496498,-26.34981294,-37.87627102
